[MM] Killing old instance PID 80431
[MM] Killing old instance PID 80467
[MM] === BTC 15-min Spread Scalper ===
[MM] UTC: 2026-03-31 02:50:21.200909+00:00
[MM] size=6.0  sell_deadline=+0s  poll=1.0s
[MM] Balance: $20.17
[MM] --- main loop #1 @ 02:50:22 UTC ---
[MM] Streak: 1x DN → enter 600s before start

[MM] ==================================================
[MM] Bitcoin Up or Down - March 30, 11:00PM-11:15PM ET
[MM] start=2026-03-31T03:00:00+00:00  sell_deadline=+0s
[MM] Side: UP (bid depth UP=4540 vs DN=717)
[MM] Trading UP token=11847292330016590094...
[MM] Balance: $20.17
[MM] --- Round 1 (UP) ---
[BUY] BUY 6sh @ 0.46  oid=0x299c08a387bc85b95a537805654012f0dfb433100a7b2a943328d87435044071
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 572s to start
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=6.00 | 31.6s left
[MM] SELL matched, waiting for settlement... bal=6.00
[MM] Sell pending settlement... bal=6.00
[MM] Sell pending settlement... bal=6.00
[MM] Position closed (bal=0.00)
[MM] Profit: $0.0
[MM] Round 1 done, verifying position closed...
[ROUND] Settlement confirmed: bal=0.00
[MM] Side: UP (bid depth UP=3897 vs DN=1517)
[MM] --- Round 2 (UP) ---
[BUY] BUY 6sh @ 0.45  oid=0xbc0be985eca5a74f5905736b01fed6d28382ae28809ca93b220a303f28a30214
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 21s to start
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 11s to start
[MM] Side: DN (bid depth DN=1590 vs UP=511)
[BUY] cancelled 0xbc0be985eca5a7...
[BUY] BUY 6sh @ 0.54  oid=0x7c3d52fca992c3b8168d3357f6709d87a7ae681a8e24d167426d01eacfbbc45d
[BUY] cancelled 0x7c3d52fca992c3...
[BUY] BUY 6sh @ 0.55  oid=0x417fb668337f8eac50212281e3361e9f4a67b70731579fbd573d65c8f67781b3
[MM] bb=0.55 ba=0.56 sp=0.01 | BUY@0.55 | bal=0.00 | 1s to start
[BUY] cancelled 0x417fb668337f8e...
[MM] Candle started, no position. Done.
[MM] --- main loop #2 @ 03:00:05 UTC ---
[MM] Streak: 0x NONE → enter 600s before start
[MM] next: Bitcoin Up or Down - March 30, 11:15PM-11:30PM ET in 894s, waiting 294s
[MM] --- main loop #3 @ 03:05:00 UTC ---
[GAMMA] retry 1/3: HTTPSConnectionPool(host='gamma-api.polymarket.com', port=443): Read timed out.
[MM] Streak: 2x DN → enter 600s before start

[MM] ==================================================
[MM] Bitcoin Up or Down - March 30, 11:15PM-11:30PM ET
[MM] start=2026-03-31T03:15:00+00:00  sell_deadline=+0s
[MM] Side: DN (bid depth DN=4407 vs UP=754)
[MM] Trading DN token=45876864662208093595...
[MM] Balance: $19.98
[MM] --- Round 1 (DN) ---
[BUY] BUY 6sh @ 0.47  oid=0x6d59a913edec48c0fc9c91fc1d35c4640e1f8fe5c9710f224e49d2523488d185
[MM] bb=0.47 ba=0.48 sp=0.01 | BUY@0.47 | bal=0.00 | 581s to start
[MM] bb=0.47 ba=0.48 sp=0.01 | BUY@0.47 | bal=0.00 | 571s to start
[BAL] retry 1/2: PolyApiException[status_code=None, error_message=Request exception!]
[MM] bb=0.47 ba=0.48 sp=0.01 | BUY@0.47 | bal=0.00 | 552s to start
[MM] bb=0.47 ba=0.48 sp=0.01 | BUY@0.47 | bal=0.00 | 541s to start
[MM] bb=0.47 ba=0.48 sp=0.01 | BUY@0.47 | bal=0.00 | 531s to start
[MM] bb=0.47 ba=0.48 sp=0.01 | BUY@0.47 | bal=0.00 | 522s to start
[MM] bb=0.47 ba=0.48 sp=0.01 | BUY@0.47 | bal=0.00 | 520s to start
[ORD] retry 1/2: PolyApiException[status_code=None, error_message=Request exception!]
[MM] bb=0.47 ba=0.48 sp=0.01 | BUY@0.47 | bal=0.00 | 501s to start
[MM] bb=0.47 ba=0.48 sp=0.01 | BUY@0.47 | bal=0.00 | 490s to start
[MM] bb=0.47 ba=0.48 sp=0.01 | BUY@0.47 | bal=0.00 | 481s to start
[MM] bb=0.47 ba=0.48 sp=0.01 | BUY@0.47 | bal=0.00 | 471s to start
[MM] BUY reported filled @ 0.47, waiting for settlement...
[MM] Settlement confirmed: 6.00sh
[SELL] SELL 6sh @ 0.48  oid=0xad5e26bca44ffe2614d2ec711700c809e9e28f51fcec0eb85716af162273649c
[MM] bb=0.47 ba=0.48 | SELL@0.48 bought@0.47 PROFIT:+0.06 | bal=6.00 | 460.1s left
[MM] bb=0.47 ba=0.48 | SELL@0.48 bought@0.47 PROFIT:+0.06 | bal=6.00 | 458.6s left
[MM] bb=0.47 ba=0.48 | SELL@0.48 bought@0.47 PROFIT:+0.06 | bal=6.00 | 457.2s left
[MM] bb=0.47 ba=0.48 | SELL@0.48 bought@0.47 PROFIT:+0.06 | bal=6.00 | 455.8s left
[MM] bb=0.47 ba=0.48 | SELL@0.48 bought@0.47 PROFIT:+0.06 | bal=6.00 | 454.4s left
[MM] bb=0.47 ba=0.48 | SELL@0.48 bought@0.47 PROFIT:+0.06 | bal=6.00 | 453.0s left
[MM] bb=0.47 ba=0.48 | SELL@0.48 bought@0.47 PROFIT:+0.06 | bal=6.00 | 451.6s left
[MM] bb=0.47 ba=0.48 | SELL@0.48 bought@0.47 PROFIT:+0.06 | bal=6.00 | 450.2s left
[MM] SELL matched, waiting for settlement... bal=6.00
[MM] Sell pending settlement... bal=6.00
[MM] Position closed (bal=0.00)
[MM] Profit: $0.06
[MM] Round 1 done, verifying position closed...
[ROUND] Settlement confirmed: bal=0.00
[MM] Side: UP (bid depth UP=2494 vs DN=1020)
[MM] --- Round 2 (UP) ---
[BUY] BUY 6sh @ 0.48  oid=0xa517f52691fedcfe01d973c5fe5cf3bd14e41201460bf9025a5fa6706ba083ff
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 440s to start
[BAL] retry 1/2: PolyApiException[status_code=None, error_message=Request exception!]
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 431s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 422s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 412s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 410s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 401s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 392s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 390s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 381s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 371s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 360s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 350s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 341s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 332s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 330s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 321s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 311s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 302s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 300s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 290s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 281s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 271s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 262s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 251s to start
[MM] bb=0.48 ba=0.49 sp=0.01 | BUY@0.48 | bal=0.00 | 241s to start
[BUY] cancelled 0xa517f52691fedc...
[BUY] BUY 6sh @ 0.49  oid=0x20c8feae8308364db7d39c687c4b4245196bc2a452b443633f8d0aa943cf5dbb
[MM] bb=0.49 ba=0.50 sp=0.01 | BUY@0.49 | bal=0.00 | 231s to start
[MM] bb=0.49 ba=0.50 sp=0.01 | BUY@0.49 | bal=0.00 | 222s to start
[MM] bb=0.49 ba=0.50 sp=0.01 | BUY@0.49 | bal=0.00 | 220s to start
[BAL] retry 1/2: PolyApiException[status_code=None, error_message=Request exception!]
[MM] bb=0.49 ba=0.50 sp=0.01 | BUY@0.49 | bal=0.00 | 201s to start
[MM] bb=0.49 ba=0.50 sp=0.01 | BUY@0.49 | bal=0.00 | 192s to start
[MM] bb=0.49 ba=0.50 sp=0.01 | BUY@0.49 | bal=0.00 | 190s to start
[MM] bb=0.49 ba=0.50 sp=0.01 | BUY@0.49 | bal=0.00 | 181s to start
[MM] bb=0.49 ba=0.50 sp=0.01 | BUY@0.49 | bal=0.00 | 171s to start
[MM] bb=0.49 ba=0.50 sp=0.01 | BUY@0.49 | bal=0.00 | 162s to start
[MM] bb=0.49 ba=0.50 sp=0.01 | BUY@0.49 | bal=0.00 | 160s to start
[BAL] retry 1/2: PolyApiException[status_code=None, error_message=Request exception!]
[MM] bb=0.49 ba=0.50 sp=0.01 | BUY@0.49 | bal=0.00 | 151s to start
[MM] bb=0.49 ba=0.50 sp=0.01 | BUY@0.49 | bal=0.00 | 141s to start
[MM] BUY reported filled @ 0.49, waiting for settlement...
[MM] Settlement confirmed: 6.00sh
[SELL] SELL 6sh @ 0.49  oid=0xd75ec3d92d5cf18732587c47a5568d2a646421cc7059207f9352e67cf8a71c5a
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 132.4s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 131.0s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 129.6s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 128.2s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 126.8s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 125.4s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 124.0s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 122.6s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 121.2s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 119.8s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 118.4s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 116.8s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 115.4s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 114.0s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 112.6s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 111.2s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 109.8s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 108.3s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 106.9s left
[ORD] retry 1/2: PolyApiException[status_code=None, error_message=Request exception!]
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 105.5s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 97.6s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 96.2s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 94.8s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 92.6s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 91.2s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 89.7s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 88.4s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 87.0s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 85.5s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 84.1s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 82.7s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 80.3s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 78.9s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 77.5s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 76.1s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 74.7s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 73.3s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 71.9s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 70.5s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 69.1s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 67.7s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 66.3s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 64.9s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 63.5s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 62.0s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 60.6s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 59.2s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 57.8s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 56.4s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 55.0s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 53.6s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 52.2s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 50.8s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 49.4s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 48.0s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 46.6s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 45.2s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 43.8s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 42.4s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 41.0s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 39.6s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 38.2s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 36.8s left
[MM] bb=0.48 ba=0.49 | SELL@0.49 bought@0.49 LOSS:+0.00 | bal=6.00 | 35.4s left
[MM] SELL matched, waiting for settlement... bal=6.00
[MM] Sell pending settlement... bal=6.00
[MM] Sell pending settlement... bal=6.00
[MM] Position closed (bal=0.00)
[MM] Profit: $0.0
[MM] Round 2 done, verifying position closed...
[ROUND] Settlement confirmed: bal=0.00
[MM] Side: UP (bid depth UP=2399 vs DN=937)
[MM] --- Round 3 (UP) ---
[BUY] BUY 6sh @ 0.50  oid=0x8587469c49b76d33a00f1e17dc020c8d80019b87afc026a4c4521347ab95f9b0
[MM] BUY reported filled @ 0.50, waiting for settlement...
[MM] Settlement confirmed: 6.00sh
[SELL] SELL 6sh @ 0.52  oid=0xcd6a5aed6c3191a03dbb7fc3946e704141238516ae8f607b5e7ab6a7be73fdc2
[MM] bb=0.51 ba=0.52 | SELL@0.52 bought@0.50 PROFIT:+0.12 | bal=6.00 | 17.8s left
[MM] SELL matched, waiting for settlement... bal=6.00
[MM] Sell pending settlement... bal=6.00
[MM] Sell pending settlement... bal=6.00
[MM] Position closed (bal=0.00)
[MM] Profit: $0.12
[MM] Round 3 done, verifying position closed...
[ROUND] Settlement confirmed: bal=0.00
[MM] Side: DN (bid depth DN=1919 vs UP=1367)
[MM] --- Round 4 (DN) ---
[BUY] BUY 6sh @ 0.49  oid=0xbb7699cee063c62c2183d395d8fc06e1f23897f1b74905722139230cc0ca01e3
[MM] BUY reported filled @ 0.49, waiting for settlement...
[MM] Settlement confirmed: 6.00sh
[MM] SELL DEADLINE (bought @ 0.49)
[MM] Market selling 6.00sh
[CLOSE] MARKET SELL 6.0sh => {'errorMsg': '', 'orderID': '0xfffe7dc3fdbf46ec4cc70c302b413cb845eef6223f1adf8f6a61cef843b3228c', 'takingAmount': '2.94', 'makingAmount': '6', 'status': 'matched', 'transactionsHashes': ['0x161d06c2804110b08490ac83d1cbb00aeb45fee7ce71c03e629751e0827552af'], 'success': True}
[MM] Sell pending settlement... bal=6.00
[MM] Sell pending settlement... bal=6.00
[MM] Position closed (bal=0.00)
[MM] --- main loop #4 @ 03:15:15 UTC ---
[MM] Streak: 0x NONE → enter 600s before start
[MM] next: Bitcoin Up or Down - March 30, 11:30PM-11:45PM ET in 884s, waiting 284s
[MM] --- main loop #5 @ 03:20:00 UTC ---
[MM] Streak: 3x DN → enter 300s before start
[MM] next: Bitcoin Up or Down - March 30, 11:30PM-11:45PM ET in 599s, waiting 299s
[MM] --- main loop #6 @ 03:25:01 UTC ---
[MM] Streak: 3x DN → enter 300s before start

[MM] ==================================================
[MM] Bitcoin Up or Down - March 30, 11:30PM-11:45PM ET
[MM] start=2026-03-31T03:30:00+00:00  sell_deadline=+0s
[MM] Side: DN (bid depth DN=5157 vs UP=967)
[MM] Trading DN token=69324539504440748731...
[MM] Balance: $20.11
[MM] --- Round 1 (DN) ---
[BUY] BUY 6sh @ 0.46  oid=0x3b876ea4cff645e5ed8f8fdf429e4bf0a63d2b5cf70e217ecea9b8ee0977ad06
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 292s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 290s to start
[BOOK] retry 1/2: PolyApiException[status_code=None, error_message=Request exception!]
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 281s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 271s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 261s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 252s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 250s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 231s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 222s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 220s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 211s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 201s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 191s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 181s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 172s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 170s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 161s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 151s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 141s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 131s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 122s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 120s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 111s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 102s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 100s to start
[MM] BUY reported filled @ 0.46, waiting for settlement...
[MM] Settlement confirmed: 6.00sh
[SELL] SELL 6sh @ 0.47  oid=0x8bf8a37c6a02b5e3dc6165fd4294b442a775f0655e3a4029ba81f9ec49c54a8a
[MM] bb=0.46 ba=0.47 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 85.2s left
[MM] bb=0.46 ba=0.47 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 83.8s left
[MM] bb=0.46 ba=0.47 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 82.4s left
[MM] bb=0.46 ba=0.47 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 81.0s left
[MM] bb=0.46 ba=0.47 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 79.6s left
[MM] bb=0.46 ba=0.47 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 78.2s left
[MM] bb=0.45 ba=0.47 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 76.8s left
[MM] bb=0.45 ba=0.47 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 75.4s left
[MM] bb=0.45 ba=0.47 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 74.0s left
[MM] bb=0.45 ba=0.47 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 72.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 71.3s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 69.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 68.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 67.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 65.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 64.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 62.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 61.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 60.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 58.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 57.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 55.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 54.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 53.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 51.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 50.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 48.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 47.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 46.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 44.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 43.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 41.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 40.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 39.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 37.7s left
