[LIVE] === BTC 15-min Fair-Value MM — LIVE TRADING ===
[LIVE] UTC: 2026-05-06 06:00:39.730113+00:00
[LIVE] size=7.0  poll=1.0s  maker-only  improve=0.0
[LIVE] No sell orders will be placed — user resolves manually
[py_clob_client_v2] request error status=400 url=https://clob.polymarket.com/auth/api-key body={"error":"Could not create api key"}

[py_clob_client_v2] request error status=400 url=https://clob.polymarket.com/auth/api-key body={"error":"Could not create api key"}

[LIVE] USDC balance: $147.11
[REDEEM] Relayer ready (PROXY tx type, key=019dd8ae...)
[LIVE] Current candle not confirmed (457s to start)
[LIVE] Current candle not confirmed (447s to start)
[LIVE] Current candle not confirmed (437s to start)
[LIVE] Current candle not confirmed (427s to start)
[LIVE] Current candle not confirmed (417s to start)
[LIVE] Current candle not confirmed (407s to start)
[LIVE] Current candle not confirmed (396s to start)
[LIVE] Current candle not confirmed (386s to start)
[LIVE] Current candle not confirmed (376s to start)
[LIVE] Current candle not confirmed (366s to start)
[LIVE] Current candle not confirmed (356s to start)
[LIVE] Current candle not confirmed (346s to start)
[LIVE] Current candle not confirmed (335s to start)
[LIVE] Current candle not confirmed (325s to start)
[LIVE] Current candle not confirmed (315s to start)
[LIVE] Current candle not confirmed (305s to start)
[LIVE] Current candle not confirmed (295s to start)
[LIVE] Current candle not confirmed (284s to start)
[LIVE] Current candle not confirmed (274s to start)
[LIVE] Current candle not confirmed (263s to start)
[FV] Current candle effectively UP (bid=0.95, 253s left)

[LIVE] =======================================================
[LIVE] Bitcoin Up or Down - May 6, 3:30AM-3:45AM ET
[LIVE] streak=1xUP  rsi=58.16
[LIVE] fair: UP=0.500 DN=0.500
[LIVE] target: UP@0.49 DN@0.49 (improve=0.0)
[LIVE] USDC: $153.47
[UP] BUY 7sh @ 0.47  oid=0xa9df6d1b5721d85591cad2534e92dffa0ffef272639fe047744f25a978898f57
[LIVE] UP placed @ 0.47  (target=0.49, best_ask=0.48) (improved)
[DN] BUY 7sh @ 0.49  oid=0x83438db1259fc6117ed3e014436d1a78dd50658c6e4f4948458013c12268192d
[LIVE] DN placed @ 0.49  (target=0.49, best_ask=0.53)
[LIVE] UP:open@0.47 | DN:open@0.49 | 241s to start
[LIVE] UP:open@0.47 | DN:open@0.49 | 229s to start
[LIVE] UP:open@0.47 | DN:open@0.49 | 218s to start
[LIVE] UP:open@0.47 | DN:open@0.49 | 207s to start
[LIVE] UP:open@0.47 | DN:open@0.49 | 195s to start
[LIVE] UP:open@0.47 | DN:open@0.49 | 184s to start
[LIVE] UP:open@0.47 | DN:open@0.49 | 173s to start
[LIVE] UP FILLED @ 0.47
[LIVE] UP:FILLED@0.47 | DN:open@0.49 | 161s to start
[LIVE] UP:FILLED@0.47 | DN:open@0.49 | 148s to start
[LIVE] UP:FILLED@0.47 | DN:open@0.49 | 138s to start
[LIVE] UP:FILLED@0.47 | DN:open@0.49 | 127s to start
[LIVE] UP:FILLED@0.47 | DN:open@0.49 | 116s to start
[LIVE] UP:FILLED@0.47 | DN:open@0.49 | 106s to start
[LIVE] UP:FILLED@0.47 | DN:open@0.49 | 95s to start
[LIVE] UP:FILLED@0.47 | DN:open@0.49 | 84s to start
[LIVE] UP:FILLED@0.47 | DN:open@0.49 | 74s to start
[LIVE] UP:FILLED@0.47 | DN:open@0.49 | 63s to start
[LIVE] UP:FILLED@0.47 | DN:open@0.49 | 52s to start
[LIVE] UP:FILLED@0.47 | DN:open@0.49 | 42s to start
[LIVE] UP:FILLED@0.47 | DN:open@0.49 | 31s to start
[LIVE] UP:FILLED@0.47 | DN:open@0.49 | 20s to start
[LIVE] UP:FILLED@0.47 | DN:open@0.49 | 10s to start
[DN] cancelled 0x83438db1259fc6...
[LIVE] candle done: UP@0.47
[LIVE] Current candle not confirmed (840s to start)
[LIVE] Current candle not confirmed (830s to start)
[LIVE] Current candle not confirmed (820s to start)
[LIVE] Current candle not confirmed (809s to start)
[LIVE] Current candle not confirmed (799s to start)
[LIVE] Current candle not confirmed (789s to start)
[LIVE] Current candle not confirmed (779s to start)
[LIVE] Current candle not confirmed (769s to start)
[LIVE] Current candle not confirmed (759s to start)
[LIVE] Current candle not confirmed (748s to start)
[LIVE] Current candle not confirmed (738s to start)
[LIVE] Current candle not confirmed (728s to start)
[LIVE] Current candle not confirmed (718s to start)
[LIVE] Current candle not confirmed (708s to start)
[LIVE] Current candle not confirmed (698s to start)
[LIVE] Current candle not confirmed (687s to start)
[LIVE] Current candle not confirmed (677s to start)
[LIVE] Current candle not confirmed (667s to start)
[LIVE] Current candle not confirmed (657s to start)
[LIVE] Current candle not confirmed (647s to start)
[LIVE] Current candle not confirmed (637s to start)
[LIVE] Current candle not confirmed (626s to start)
[LIVE] Current candle not confirmed (616s to start)
[LIVE] Current candle not confirmed (606s to start)
[LIVE] Current candle not confirmed (596s to start)
[LIVE] Current candle not confirmed (586s to start)
[LIVE] Current candle not confirmed (576s to start)
[LIVE] Current candle not confirmed (566s to start)
[LIVE] Current candle not confirmed (555s to start)
[LIVE] Current candle not confirmed (545s to start)
[LIVE] Current candle not confirmed (535s to start)
[LIVE] Current candle not confirmed (525s to start)
[LIVE] Current candle not confirmed (515s to start)
[LIVE] Current candle not confirmed (505s to start)
[LIVE] Current candle not confirmed (494s to start)
[LIVE] Current candle not confirmed (484s to start)
[LIVE] Current candle not confirmed (474s to start)
[LIVE] Current candle not confirmed (464s to start)
[LIVE] Current candle not confirmed (454s to start)
[LIVE] Current candle not confirmed (444s to start)
[LIVE] Current candle not confirmed (433s to start)
[LIVE] Current candle not confirmed (423s to start)
[LIVE] Current candle not confirmed (413s to start)
[LIVE] Current candle not confirmed (403s to start)
[LIVE] Current candle not confirmed (393s to start)
[LIVE] Current candle not confirmed (383s to start)
[LIVE] Current candle not confirmed (372s to start)
[LIVE] Current candle not confirmed (362s to start)
[LIVE] Current candle not confirmed (352s to start)
[LIVE] Current candle not confirmed (342s to start)
[LIVE] Current candle not confirmed (332s to start)
[LIVE] Current candle not confirmed (322s to start)
[LIVE] Current candle not confirmed (311s to start)
[LIVE] Current candle not confirmed (301s to start)
[FV] Current candle effectively DN (bid=0.95, 292s left)

[LIVE] =======================================================
[LIVE] Bitcoin Up or Down - May 6, 3:45AM-4:00AM ET
[LIVE] streak=1xDN  rsi=53.07
[LIVE] fair: UP=0.491 DN=0.509
[LIVE] target: UP@0.48 DN@0.50 (improve=0.0)
[LIVE] USDC: $150.18
[UP] BUY 7sh @ 0.47  oid=0xaa1802b17c4f9d61ec954279e99f2d6e2c811c8e37d042bfd6a2597b661aeee6
[LIVE] UP placed @ 0.47  (target=0.48, best_ask=0.48) (improved)
[DN] BUY 7sh @ 0.50  oid=0xf1159053f07f710f84db14460400e1d314635b57008effa0682437b2bc995528
[LIVE] DN placed @ 0.50  (target=0.50, best_ask=0.53)
[LIVE] UP:open@0.47 | DN:open@0.50 | 279s to start
[LIVE] UP:open@0.47 | DN:open@0.50 | 268s to start
[LIVE] UP:open@0.47 | DN:open@0.50 | 256s to start
[LIVE] UP:open@0.47 | DN:open@0.50 | 245s to start
[LIVE] UP:open@0.47 | DN:open@0.50 | 234s to start
[LIVE] UP:open@0.47 | DN:open@0.50 | 223s to start
[LIVE] UP:open@0.47 | DN:open@0.50 | 211s to start
[LIVE] UP:open@0.47 | DN:open@0.50 | 200s to start
[LIVE] UP:open@0.47 | DN:open@0.50 | 189s to start
[LIVE] UP:open@0.47 | DN:open@0.50 | 177s to start
[LIVE] UP:open@0.47 | DN:open@0.50 | 166s to start
[LIVE] UP:open@0.47 | DN:open@0.50 | 155s to start
[LIVE] UP:open@0.47 | DN:open@0.50 | 143s to start
[LIVE] UP:open@0.47 | DN:open@0.50 | 132s to start
[LIVE] UP:open@0.47 | DN:open@0.50 | 121s to start
[LIVE] UP:open@0.47 | DN:open@0.50 | 109s to start
[LIVE] UP:open@0.47 | DN:open@0.50 | 98s to start
[LIVE] DN FILLED @ 0.50
[LIVE] UP:open@0.47 | DN:FILLED@0.50 | 87s to start
[LIVE] UP:open@0.47 | DN:FILLED@0.50 | 74s to start
[LIVE] UP:open@0.47 | DN:FILLED@0.50 | 63s to start
[LIVE] UP:open@0.47 | DN:FILLED@0.50 | 53s to start
[LIVE] UP:open@0.47 | DN:FILLED@0.50 | 42s to start
[LIVE] UP:open@0.47 | DN:FILLED@0.50 | 32s to start
[LIVE] UP:open@0.47 | DN:FILLED@0.50 | 21s to start
[LIVE] UP:open@0.47 | DN:FILLED@0.50 | 10s to start
[UP] cancelled 0xaa1802b17c4f9d...
[LIVE] candle done: DN@0.50
[REDEEM] Found 2 conditionIds, 2 positions, ~$0.00 payout. Batching into groups of 3.
[REDEEM] batch 1: 2 cids submitted tx=0x51faa3a2c964a298
[LIVE] Current candle not confirmed (840s to start)
[LIVE] Current candle not confirmed (830s to start)
[LIVE] Current candle not confirmed (819s to start)
[LIVE] Current candle not confirmed (809s to start)
[LIVE] Current candle not confirmed (799s to start)
[LIVE] Current candle not confirmed (789s to start)
[LIVE] Current candle not confirmed (779s to start)
[LIVE] Current candle not confirmed (769s to start)
[LIVE] Current candle not confirmed (758s to start)
[LIVE] Current candle not confirmed (748s to start)
[LIVE] Current candle not confirmed (738s to start)
[LIVE] Current candle not confirmed (728s to start)
[LIVE] Current candle not confirmed (718s to start)
[LIVE] Current candle not confirmed (708s to start)
[LIVE] Current candle not confirmed (698s to start)
[LIVE] Current candle not confirmed (687s to start)
[LIVE] Current candle not confirmed (677s to start)
[LIVE] Current candle not confirmed (667s to start)
[LIVE] Current candle not confirmed (657s to start)
[LIVE] Current candle not confirmed (647s to start)
[LIVE] Current candle not confirmed (637s to start)
[LIVE] Current candle not confirmed (626s to start)
[LIVE] Current candle not confirmed (616s to start)
[LIVE] Current candle not confirmed (606s to start)
[LIVE] Current candle not confirmed (596s to start)
[LIVE] Current candle not confirmed (586s to start)
[LIVE] Current candle not confirmed (576s to start)
[LIVE] Current candle not confirmed (565s to start)
[LIVE] Current candle not confirmed (555s to start)
[LIVE] Current candle not confirmed (545s to start)
[LIVE] Current candle not confirmed (535s to start)
[LIVE] Current candle not confirmed (525s to start)
[LIVE] Current candle not confirmed (515s to start)
[LIVE] Current candle not confirmed (504s to start)
[LIVE] Current candle not confirmed (494s to start)
[LIVE] Current candle not confirmed (484s to start)
[LIVE] Current candle not confirmed (474s to start)
[LIVE] Current candle not confirmed (464s to start)
[LIVE] Current candle not confirmed (454s to start)
[LIVE] Current candle not confirmed (443s to start)
[LIVE] Current candle not confirmed (433s to start)
[LIVE] Current candle not confirmed (423s to start)
[LIVE] Current candle not confirmed (413s to start)
[LIVE] Current candle not confirmed (403s to start)
[LIVE] Current candle not confirmed (393s to start)
[LIVE] Current candle not confirmed (382s to start)
[LIVE] Current candle not confirmed (372s to start)
[LIVE] Current candle not confirmed (362s to start)
[LIVE] Current candle not confirmed (352s to start)
[LIVE] Current candle not confirmed (342s to start)
[LIVE] Current candle not confirmed (332s to start)
[LIVE] Current candle not confirmed (321s to start)
[LIVE] Current candle not confirmed (311s to start)
[LIVE] Current candle not confirmed (301s to start)
[LIVE] Current candle not confirmed (291s to start)
[LIVE] Current candle not confirmed (280s to start)
[FV] Current candle effectively DN (bid=0.95, 270s left)

[LIVE] =======================================================
[LIVE] Bitcoin Up or Down - May 6, 4:00AM-4:15AM ET
[LIVE] streak=2xDN  rsi=47.76
[LIVE] fair: UP=0.575 DN=0.425
[LIVE] target: UP@0.56 DN@0.41 (improve=0.0)
[LIVE] USDC: $146.68
[UP] BUY 7sh @ 0.50  oid=0xa2662a14637e994aee2ce3f4a813bd9f2bd6c3991d590782e1c9a4721ade11f5
[LIVE] UP placed @ 0.50  (target=0.56, best_ask=0.51) (improved)
[DN] BUY 7sh @ 0.41  oid=0xee54248c9fcc4e1116df370c5868ac1f5500feb785e0f26651230a2741d89ee8
[LIVE] DN placed @ 0.41  (target=0.41, best_ask=0.50)
[LIVE] UP:open@0.50 | DN:open@0.41 | 258s to start
[LIVE] UP:open@0.50 | DN:open@0.41 | 246s to start
[LIVE] UP:open@0.50 | DN:open@0.41 | 235s to start
[LIVE] UP:open@0.50 | DN:open@0.41 | 224s to start
[LIVE] UP:open@0.50 | DN:open@0.41 | 213s to start
[LIVE] UP:open@0.50 | DN:open@0.41 | 201s to start
[LIVE] UP:open@0.50 | DN:open@0.41 | 190s to start
[LIVE] UP:open@0.50 | DN:open@0.41 | 179s to start
[LIVE] UP:open@0.50 | DN:open@0.41 | 167s to start
[LIVE] UP:open@0.50 | DN:open@0.41 | 156s to start
[LIVE] UP:open@0.50 | DN:open@0.41 | 145s to start
[LIVE] UP:open@0.50 | DN:open@0.41 | 134s to start
[LIVE] UP:open@0.50 | DN:open@0.41 | 122s to start
[LIVE] UP:open@0.50 | DN:open@0.41 | 111s to start
[LIVE] UP:open@0.50 | DN:open@0.41 | 100s to start
[LIVE] UP:open@0.50 | DN:open@0.41 | 88s to start
[LIVE] UP:open@0.50 | DN:open@0.41 | 77s to start
[LIVE] UP:open@0.50 | DN:open@0.41 | 66s to start
[LIVE] UP:open@0.50 | DN:open@0.41 | 55s to start
[LIVE] UP:open@0.50 | DN:open@0.41 | 43s to start
[LIVE] UP FILLED @ 0.50
[LIVE] UP:FILLED@0.50 | DN:open@0.41 | 28s to start
[LIVE] UP:FILLED@0.50 | DN:open@0.41 | 18s to start
[LIVE] UP:FILLED@0.50 | DN:open@0.41 | 7s to start
[DN] cancelled 0xee54248c9fcc4e...
[LIVE] candle done: UP@0.50
[LIVE] Current candle not confirmed (840s to start)
[LIVE] Current candle not confirmed (830s to start)
[LIVE] Current candle not confirmed (819s to start)
[LIVE] Current candle not confirmed (809s to start)
[LIVE] Current candle not confirmed (799s to start)
[LIVE] Current candle not confirmed (789s to start)
[LIVE] Current candle not confirmed (779s to start)
[LIVE] Current candle not confirmed (769s to start)
[LIVE] Current candle not confirmed (758s to start)
[LIVE] Current candle not confirmed (748s to start)
[LIVE] Current candle not confirmed (738s to start)
[LIVE] Current candle not confirmed (728s to start)
[LIVE] Current candle not confirmed (718s to start)
[LIVE] Current candle not confirmed (708s to start)
[LIVE] Current candle not confirmed (697s to start)
[LIVE] Current candle not confirmed (687s to start)
[LIVE] Current candle not confirmed (677s to start)
[LIVE] Current candle not confirmed (667s to start)
[LIVE] Current candle not confirmed (657s to start)
[LIVE] Current candle not confirmed (647s to start)
[LIVE] Current candle not confirmed (637s to start)
[LIVE] Current candle not confirmed (626s to start)
[LIVE] Current candle not confirmed (616s to start)
[LIVE] Current candle not confirmed (606s to start)
[LIVE] Current candle not confirmed (596s to start)
[LIVE] Current candle not confirmed (586s to start)
[LIVE] Current candle not confirmed (576s to start)
[LIVE] Current candle not confirmed (565s to start)
[LIVE] Current candle not confirmed (555s to start)
[LIVE] Current candle not confirmed (545s to start)
[LIVE] Current candle not confirmed (535s to start)
[LIVE] Current candle not confirmed (525s to start)
[LIVE] Current candle not confirmed (515s to start)
[LIVE] Current candle not confirmed (504s to start)
[LIVE] Current candle not confirmed (494s to start)
[LIVE] Current candle not confirmed (484s to start)
[LIVE] Current candle not confirmed (474s to start)
[LIVE] Current candle not confirmed (464s to start)
[LIVE] Current candle not confirmed (454s to start)
[LIVE] Current candle not confirmed (443s to start)
[LIVE] Current candle not confirmed (433s to start)
[LIVE] Current candle not confirmed (423s to start)
[LIVE] Current candle not confirmed (413s to start)
[LIVE] Current candle not confirmed (403s to start)
[LIVE] Current candle not confirmed (393s to start)
[LIVE] Current candle not confirmed (382s to start)
[LIVE] Current candle not confirmed (372s to start)
[LIVE] Current candle not confirmed (362s to start)
[LIVE] Current candle not confirmed (352s to start)
[LIVE] Current candle not confirmed (342s to start)
[LIVE] Current candle not confirmed (332s to start)
[LIVE] Current candle not confirmed (321s to start)
[LIVE] Current candle not confirmed (311s to start)
[LIVE] Current candle not confirmed (301s to start)
[FV] Current candle effectively UP (bid=0.99, 291s left)

[LIVE] =======================================================
[LIVE] Bitcoin Up or Down - May 6, 4:15AM-4:30AM ET
[LIVE] streak=1xUP  rsi=56.28
[LIVE] fair: UP=0.500 DN=0.500
[LIVE] target: UP@0.49 DN@0.49 (improve=0.0)
[LIVE] USDC: $150.18
[UP] BUY 7sh @ 0.49  oid=0xd36b4953ea8c5ca7df144ae2353fc34f9a6da84b542fea79a7ccfd19cf7c6742
[LIVE] UP placed @ 0.49  (target=0.49, best_ask=0.50)
[DN] BUY 7sh @ 0.49  oid=0x74d316787c362fcf2ec445168f5a09c75e1aeb292400ed4b3e66a6c5a4a1e739
[LIVE] DN placed @ 0.49  (target=0.49, best_ask=0.51)
[LIVE] UP:open@0.49 | DN:open@0.49 | 279s to start
[LIVE] UP:open@0.49 | DN:open@0.49 | 268s to start
[LIVE] UP:open@0.49 | DN:open@0.49 | 256s to start
[LIVE] UP:open@0.49 | DN:open@0.49 | 245s to start
[LIVE] UP FILLED @ 0.49
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 229s to start
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 219s to start
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 208s to start
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 197s to start
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 187s to start
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 176s to start
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 165s to start
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 155s to start
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 144s to start
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 133s to start
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 123s to start
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 112s to start
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 101s to start
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 91s to start
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 80s to start
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 69s to start
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 59s to start
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 48s to start
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 37s to start
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 27s to start
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 16s to start
[LIVE] UP:FILLED@0.49 | DN:open@0.49 | 5s to start
[DN] cancelled 0x74d316787c362f...
[LIVE] candle done: UP@0.49
[REDEEM] Found 1 conditionIds, 1 positions, ~$0.00 payout. Batching into groups of 3.
[REDEEM] batch 1: 1 cids submitted tx=0x39147520db57e1ec
[LIVE] Current candle not confirmed (840s to start)
[LIVE] Current candle not confirmed (830s to start)
[LIVE] Current candle not confirmed (819s to start)
[LIVE] Current candle not confirmed (809s to start)
[LIVE] Current candle not confirmed (799s to start)
[LIVE] Current candle not confirmed (789s to start)
[LIVE] Current candle not confirmed (779s to start)
[LIVE] Current candle not confirmed (769s to start)
[LIVE] Current candle not confirmed (759s to start)
[LIVE] Current candle not confirmed (748s to start)
[LIVE] Current candle not confirmed (738s to start)
[LIVE] Current candle not confirmed (728s to start)
[LIVE] Current candle not confirmed (718s to start)
[LIVE] Current candle not confirmed (708s to start)
[LIVE] Current candle not confirmed (698s to start)
[LIVE] Current candle not confirmed (687s to start)
[LIVE] Current candle not confirmed (677s to start)
[LIVE] Current candle not confirmed (667s to start)
[LIVE] Current candle not confirmed (657s to start)
[LIVE] Current candle not confirmed (647s to start)
[LIVE] Current candle not confirmed (636s to start)
[LIVE] Current candle not confirmed (626s to start)
[LIVE] Current candle not confirmed (616s to start)
[LIVE] Current candle not confirmed (606s to start)
[LIVE] Current candle not confirmed (596s to start)
[LIVE] Current candle not confirmed (586s to start)
[LIVE] Current candle not confirmed (575s to start)
[LIVE] Current candle not confirmed (565s to start)
[LIVE] Current candle not confirmed (555s to start)
[LIVE] Current candle not confirmed (545s to start)
[LIVE] Current candle not confirmed (535s to start)
[LIVE] Current candle not confirmed (525s to start)
[LIVE] Current candle not confirmed (514s to start)
[LIVE] Current candle not confirmed (504s to start)
[LIVE] Current candle not confirmed (494s to start)
[LIVE] Current candle not confirmed (484s to start)
[LIVE] Current candle not confirmed (474s to start)
[LIVE] Current candle not confirmed (464s to start)
[LIVE] Current candle not confirmed (453s to start)
[LIVE] Current candle not confirmed (443s to start)
[LIVE] Current candle not confirmed (433s to start)
[LIVE] Current candle not confirmed (423s to start)
[LIVE] Current candle not confirmed (413s to start)
[LIVE] Current candle not confirmed (403s to start)
[LIVE] Current candle not confirmed (392s to start)
[LIVE] Current candle not confirmed (382s to start)
[LIVE] Current candle not confirmed (372s to start)
[LIVE] Current candle not confirmed (362s to start)
[LIVE] Current candle not confirmed (352s to start)
[LIVE] Current candle not confirmed (342s to start)
[LIVE] Current candle not confirmed (331s to start)
[LIVE] Current candle not confirmed (321s to start)
[LIVE] Current candle not confirmed (311s to start)
[LIVE] Current candle not confirmed (301s to start)
[LIVE] Current candle not confirmed (291s to start)
[LIVE] Current candle not confirmed (280s to start)
[LIVE] Current candle not confirmed (270s to start)
[LIVE] Current candle not confirmed (259s to start)
[LIVE] Current candle not confirmed (249s to start)
[LIVE] Current candle not confirmed (238s to start)
[LIVE] Current candle not confirmed (227s to start)
[LIVE] Current candle not confirmed (217s to start)
[LIVE] Current candle not confirmed (206s to start)
[LIVE] Current candle not confirmed (196s to start)
[LIVE] Current candle not confirmed (185s to start)
[LIVE] Current candle not confirmed (175s to start)
[LIVE] Current candle not confirmed (164s to start)
[LIVE] Current candle not confirmed (154s to start)
[LIVE] Current candle not confirmed (143s to start)
[LIVE] Current candle not confirmed (132s to start)
[LIVE] Current candle not confirmed (122s to start)
[LIVE] Current candle not confirmed (111s to start)
[LIVE] Current candle not confirmed (101s to start)
[LIVE] Current candle not confirmed (90s to start)
[LIVE] Current candle not confirmed (80s to start)
[LIVE] Current candle not confirmed (69s to start)
[LIVE] Current candle not confirmed (59s to start)
[LIVE] Current candle not confirmed (48s to start)
[LIVE] Current candle not confirmed (38s to start)
[LIVE] Current candle not confirmed (27s to start)
[FV] Current candle effectively UP (bid=0.96, 17s left)

[LIVE] =======================================================
[LIVE] Bitcoin Up or Down - May 6, 4:30AM-4:45AM ET
[LIVE] streak=2xUP  rsi=56.41
[LIVE] fair: UP=0.496 DN=0.504
[LIVE] target: UP@0.49 DN@0.49 (improve=0.0)
[LIVE] USDC: $153.75
[UP] BUY 7sh @ 0.46  oid=0x29b85ea905b11a28f1baad2d44c9b0eaa627a16ef96ec314330d2b1e636deaf1
[LIVE] UP placed @ 0.46  (target=0.49, best_ask=0.47) (improved)
[DN] BUY 7sh @ 0.49  oid=0x1cef04513015cb1b1fbf686165eea98d26a10f1936de3685f97d17bae47bce23
[LIVE] DN placed @ 0.49  (target=0.49, best_ask=0.54)
[LIVE] UP MATCHED but no tokens (bal=0.00) — phantom fill
[LIVE] UP FILLED @ 0.46
[DN] cancelled 0x1cef04513015cb...
[LIVE] candle done: UP@0.46
[LIVE] Current candle not confirmed (840s to start)
[LIVE] Current candle not confirmed (830s to start)
[LIVE] Current candle not confirmed (819s to start)
[LIVE] Current candle not confirmed (809s to start)
[LIVE] Current candle not confirmed (799s to start)
[LIVE] Current candle not confirmed (789s to start)
[LIVE] Current candle not confirmed (779s to start)
[LIVE] Current candle not confirmed (769s to start)
[LIVE] Current candle not confirmed (759s to start)
[LIVE] Current candle not confirmed (748s to start)
[LIVE] Current candle not confirmed (738s to start)
[LIVE] Current candle not confirmed (728s to start)
[LIVE] Current candle not confirmed (718s to start)
[LIVE] Current candle not confirmed (708s to start)
[LIVE] Current candle not confirmed (698s to start)
[LIVE] Current candle not confirmed (687s to start)
[LIVE] Current candle not confirmed (677s to start)
[LIVE] Current candle not confirmed (667s to start)
[LIVE] Current candle not confirmed (657s to start)
[LIVE] Current candle not confirmed (647s to start)
[LIVE] Current candle not confirmed (637s to start)
[LIVE] Current candle not confirmed (626s to start)
[LIVE] Current candle not confirmed (616s to start)
[LIVE] Current candle not confirmed (606s to start)
[LIVE] Current candle not confirmed (596s to start)
[LIVE] Current candle not confirmed (586s to start)
[LIVE] Current candle not confirmed (576s to start)
[LIVE] Current candle not confirmed (565s to start)
[LIVE] Current candle not confirmed (555s to start)
[LIVE] Current candle not confirmed (545s to start)
[LIVE] Current candle not confirmed (535s to start)
[LIVE] Current candle not confirmed (525s to start)
[LIVE] Current candle not confirmed (515s to start)
[LIVE] Current candle not confirmed (504s to start)
[LIVE] Current candle not confirmed (494s to start)
[LIVE] Current candle not confirmed (484s to start)
[LIVE] Current candle not confirmed (474s to start)
[LIVE] Current candle not confirmed (464s to start)
[LIVE] Current candle not confirmed (454s to start)
[LIVE] Current candle not confirmed (443s to start)
[LIVE] Current candle not confirmed (433s to start)
[LIVE] Current candle not confirmed (423s to start)
[LIVE] Current candle not confirmed (413s to start)
[LIVE] Current candle not confirmed (403s to start)
[LIVE] Current candle not confirmed (393s to start)
[LIVE] Current candle not confirmed (382s to start)
[LIVE] Current candle not confirmed (372s to start)
[LIVE] Current candle not confirmed (362s to start)
[LIVE] Current candle not confirmed (352s to start)
[LIVE] Current candle not confirmed (342s to start)
[LIVE] Current candle not confirmed (332s to start)
[LIVE] Current candle not confirmed (321s to start)
[LIVE] Current candle not confirmed (311s to start)
[LIVE] Current candle not confirmed (301s to start)
[LIVE] Current candle not confirmed (291s to start)
[LIVE] Current candle not confirmed (280s to start)
[LIVE] Current candle not confirmed (270s to start)
[LIVE] Current candle not confirmed (259s to start)
[LIVE] Current candle not confirmed (249s to start)
[LIVE] Current candle not confirmed (238s to start)
[LIVE] Current candle not confirmed (228s to start)
[FV] Current candle effectively UP (bid=0.96, 217s left)

[LIVE] =======================================================
[LIVE] Bitcoin Up or Down - May 6, 4:45AM-5:00AM ET
[LIVE] streak=3xUP  rsi=59.99
[LIVE] fair: UP=0.488 DN=0.512
[LIVE] target: UP@0.48 DN@0.50 (improve=0.0)
[LIVE] USDC: $157.53
[UP] BUY 7sh @ 0.46  oid=0xdb37b0ce3021c590991e32a5ad443b3553c5a606ec7842050f7e6a53d1fc0f1a
[LIVE] UP placed @ 0.46  (target=0.48, best_ask=0.47) (improved)
[DN] BUY 7sh @ 0.50  oid=0x853e71febba135e7d83dae9242887c06003566571e5a70a7eb34bb72f80998af
[LIVE] DN placed @ 0.50  (target=0.50, best_ask=0.54)
[LIVE] UP:open@0.46 | DN:open@0.50 | 205s to start
[LIVE] UP:open@0.46 | DN:open@0.50 | 193s to start
[LIVE] UP:open@0.46 | DN:open@0.50 | 182s to start
[LIVE] UP:open@0.46 | DN:open@0.50 | 171s to start
[LIVE] DN FILLED @ 0.50
[LIVE] UP:open@0.46 | DN:FILLED@0.50 | 155s to start
[LIVE] UP FILLED @ 0.46
[LIVE] candle done: UP@0.46 + DN@0.50
[LIVE] Current candle not confirmed (840s to start)
[LIVE] Current candle not confirmed (830s to start)
[LIVE] Current candle not confirmed (820s to start)
[LIVE] Current candle not confirmed (809s to start)
[LIVE] Current candle not confirmed (799s to start)
[LIVE] Current candle not confirmed (789s to start)
[LIVE] Current candle not confirmed (779s to start)
[LIVE] Current candle not confirmed (769s to start)
[LIVE] Current candle not confirmed (759s to start)
[LIVE] Current candle not confirmed (748s to start)
[LIVE] Current candle not confirmed (738s to start)
[LIVE] Current candle not confirmed (728s to start)
[LIVE] Current candle not confirmed (718s to start)
[LIVE] Current candle not confirmed (708s to start)
[LIVE] Current candle not confirmed (698s to start)
[LIVE] Current candle not confirmed (687s to start)
[LIVE] Current candle not confirmed (677s to start)
[LIVE] Current candle not confirmed (667s to start)
[LIVE] Current candle not confirmed (657s to start)
